cell_type,LIB-04579,LIB-03316,LIB-008191,LIB-03323,LIB-04651,LIB-008187,LIB-03335,LIB-04598,LIB-04647,LIB-04617,LIB-008204,LIB-006810,LIB-008203,LIB-04625,LIB-04610,LIB-04606,LIB-03332,LIB-008177,LIB-008180,LIB-03324,LIB-04611,LIB-007617,LIB-006811,LIB-007622,LIB-04624,LIB-008202,LIB-006807,LIB-008181,LIB-03333,LIB-04592,LIB-008197,LIB-04584,LIB-03325,LIB-04657,LIB-03329,LIB-03322,LIB-04650,LIB-03317,LIB-008190,LIB-03334,LIB-008186,LIB-008205,LIB-04605,LIB-006805,LIB-04613,LIB-007619,LIB-007620,LIB-008200,LIB-008199,LIB-008195,LIB-03327,LIB-04586,LIB-04659,LIB-04655,LIB-008183,LIB-03331,LIB-008178,LIB-04643,LIB-04648,LIB-04644,LIB-008184,LIB-03320,LIB-04581,LIB-04652,LIB-03319,LIB-008192,LIB-006814,LIB-04614,LIB-04618,LIB-008189,LIB-008185,LIB-04649,LIB-04645,LIB-03318,LIB-008193,LIB-03321,LIB-04580,LIB-04653,LIB-04615,LIB-006815,LIB-006803,LIB-006804,LIB-007621,LIB-04627,LIB-008201,LIB-007618,LIB-03326,LIB-04658,LIB-04654,LIB-008198,LIB-008194,LIB-04591,LIB-03330,LIB-008179,LIB-04642,LIB-008182
NK cell resting,0.0,0.0,0.0,0.0,0.0,0.0054857498572494,0.0,0.0,0.0,0.0886575793673688,0.0,0.0318496923130131,0.0,0.0337520152300318,0.0601959804552329,0.0110694855748883,0.0,0.0,0.0,0.0401640431486019,0.0111434373049001,0.0198647436779778,0.0365832281185118,0.0,0.0,0.0,0.176151414263342,0.0020245346347786,0.0053049208907729,0.0291530248565509,0.0,0.0177779469739941,0.0434229709067048,0.0115894032586832,0.0,0.0228883569214531,0.0,0.0,0.0047457243300904,0.0,0.0,0.0,0.0099002124928356,0.0423337436976496,0.0075623582904078,0.0,0.0,0.0,0.0,0.0,0.0068088917670426,0.0,0.0321141592116052,0.0,0.0117546250576023,0.0,0.0159969878952238,0.0,0.0,0.0,0.292219566334635,0.0,0.0,0.0099498746833221,0.0,0.0,0.0,0.0557152566155022,0.0309406974629132,0.0,0.0014893443719394,0.0,0.0114568057509367,0.0286195663878732,0.0144887816769338,0.0258685412103061,0.0,0.0351726459404859,0.0,0.0441051934058217,0.0714289411983127,0.0324220045809632,0.0102066564086758,0.0,0.0,0.0,0.0232586888454411,0.0098524063402945,0.0,0.0019679189826854,0.0114888764835815,0.0,0.0500148010263375,0.0380283655722385,0.0,0.0
NK cell activated,0.0984395907170167,0.163734376290802,0.15079913438307,0.286227079809141,0.0865810345479743,0.0457713193824388,0.0766718471024812,0.0684097178347739,0.128886127289306,0.034671669526573,0.127774424292148,0.118376872373221,0.0797529391717466,0.0503882555002112,0.0,0.030586933997782,0.122139965111745,0.102577641942276,0.0994262610136708,0.123246347185648,0.0199679752508224,0.0100232195384689,0.0579340430803496,0.041345902012581,0.285800140202475,0.0332421270849993,0.138179620494827,0.06262758577832,0.0461227515774219,0.0121426501271947,0.108886763377308,0.0258785319245926,0.0704972149911007,0.0355005683517831,0.183199189639215,0.0366229972347957,0.277751124052397,0.0870858141354025,0.0357625595822354,0.259362825729336,0.190009167458947,0.167402417867765,0.0233085123179131,0.0018588498602413,0.0411343735949727,0.11575223095402,0.110491394421868,0.494093451047996,0.0452966236955125,0.0274543923681909,0.0790743094738022,0.0540336707232114,0.0223106170056943,0.154576078390054,0.0423991152084334,0.0929730506457289,0.0150564952676865,0.0640170544795287,0.0982170330249452,0.0208078011887084,0.0367068346877364,0.0955793268018579,0.17158053145302,0.0366150039566247,0.107639284232806,0.0286615321499914,0.0832994771262376,0.0168336622211229,0.0671097261425446,0.0939518709718678,0.0419583567066771,0.120092546253291,0.037402128997868,0.0479174623077571,0.079196359458397,0.0100493458948883,0.0819740067875868,0.0281497614915726,0.068529988254195,0.0,0.0513278866317576,0.105762485805527,0.048245322750798,0.0615229625188633,0.213662843683037,0.064986787176371,0.135930646181931,0.0286243665586331,0.12258514453446,0.145952988528049,0.0,0.128775059958289,0.0189369519412134,0.0134304458821215,0.0661611817296268,0.22984409909708
Monocyte,0.0163530377406199,0.0248193529810463,0.0310145831764142,0.106685634327711,0.0295359320328807,0.0392742015495106,0.0054820416466803,0.0254185062851065,0.0106922937141466,0.0746349756511551,0.0294174147529737,0.104222408265564,0.146878377450859,0.025284749623499,0.0189797281634879,0.0129529297733373,0.0348596723104465,0.0363064400380391,0.0432354317275825,0.0,0.0283979699423078,0.0132477001880505,0.0063609353078159,0.0416760976523724,0.0357514097277294,0.0,0.0539439700615156,0.0503163340019746,0.0,0.0111664675104484,0.0024116746197793,0.0392256205869719,0.0793761658043675,0.0225728397482796,0.175193313104211,0.0157587385279467,0.0500351865906855,0.0362627779284905,0.007568634494475,0.0482209765300132,0.0046136046578609,0.0244217960285745,0.02362706879502,0.0230179153131109,0.0241968168281576,0.0,0.0932109581993231,0.0513500548344446,0.0014933254895077,0.0168456285209029,0.0192691240514152,0.0029621641076437,0.00377472717892,0.0280790067430473,0.0163903521743413,0.0385747403514099,0.0004127973546354,0.0355177709952672,0.06980068633771,0.0200521879394638,0.128369789129363,0.0206167255905558,0.0574024675296862,0.023970170207721,0.0860774010264611,0.0087886494710378,0.0285815853960731,0.0256371894186149,0.0370303228625692,0.0388521165688028,0.0124877287936388,0.0262362768270792,0.0388171371220206,0.0178273476395921,0.0265657545422797,0.0208519339676244,0.0183656346388489,0.0352551511495466,0.0163670077728464,0.0092521318646391,0.0633011820636056,0.0374840364521896,0.021052141529001,0.0121555383591761,0.0812106012404444,0.0020658729480409,0.023239072844763,0.0167344469436538,0.0041027867124867,0.177841043267478,0.0193763805382982,0.0806934904903096,0.0248809579469153,0.0,0.0438610247508229,0.0378707981128558
Macrophage M0,0.0320561101851668,0.324666761858945,0.223282540007951,0.0,0.0,0.0199179476896614,0.0502134730072036,0.0,0.0155746555986337,0.0,0.0,0.0,0.0,0.0703606845685573,0.0665138159078509,0.0,0.354582333907163,0.0,0.122606118867869,0.19824947991517,0.12652286262515,0.147161411747205,0.13815995327011,0.0673395250097555,0.371925047769324,0.17415181093093,0.077763550667997,0.145799482995318,0.0550811830291154,0.0132410647203628,0.0,0.137645449576335,0.0922659792908195,0.0,0.300038747953611,0.013760730353428,0.0386479750958977,0.185841674167498,0.108617926326179,0.108419739841503,0.102180318294287,0.0,0.0847609064124277,0.0170188915196715,0.0,0.140956464632967,0.554793870291718,0.004789883257211,0.097270708340247,0.0447586748101249,0.0909609580923204,0.0606326166381224,0.142886584707129,0.0438181226835933,0.0966966657173703,0.0065944245615139,0.0894515921625717,0.0,0.0475527222426998,0.0735261848123,0.0,0.120262871935424,0.0,0.0533018947577193,0.0207189783444693,0.050881023012359,0.180715450020413,0.0702833834903179,0.0140767480602396,0.0,0.563591522315594,0.0,0.0121128432651202,0.269021985582997,0.0190299926838065,0.0284467788123096,0.0186104725524133,0.0360877768243109,0.0,0.19161441923407,0.0,0.0,0.0469902624087706,0.173243125711733,0.0,0.0964319930334667,0.541846081238245,0.0,0.0467170136438034,0.0756108614545663,0.0,0.054845837144072,0.110876833651218,0.141157585991801,0.0,0.358042719158474
Macrophage M1,0.133896396066504,0.0475230768234796,0.150391128406252,0.182367960377787,0.01985921884085,0.0581246840529188,0.0631075611772889,0.0508009120993717,0.060872594801647,0.0240716959223675,0.0116441121183607,0.0150460796086516,0.0193264276771433,0.0079212038218096,0.0122647074229006,0.0143267237308176,0.250235462144603,0.0971869714728722,0.112168120644173,0.0779628394451141,0.0365994745322881,0.0447237046179765,0.0224399302064638,0.0374414984183836,0.211311321561535,0.0538222668163323,0.0255615342901558,0.106757427526045,0.0410422836155422,0.0244497167739438,0.0786175373023465,0.0101455273117994,0.0276475877168079,0.0332360980098096,0.179103041259477,0.0424874052002925,0.142725612147719,0.0536436163013028,0.0404727762839684,0.214846676045229,0.148114889325943,0.107446825708413,0.0416346856125774,0.0184150579419135,0.0901699233513626,0.0602375984207955,0.0377790400715839,0.411332712866289,0.0503830399764521,0.0528989538998496,0.134371248681473,0.0648398034088206,0.0254942983600481,0.0570386952205026,0.0381683202699948,0.0939823526519684,0.0335830168622295,0.0725925712636318,0.0248646816013149,0.0531947029408566,0.0499084600728048,0.102382195499901,0.109081687360411,0.0807642118886118,0.0229303522906583,0.0386643360240128,0.0349731238492323,0.0466610735479224,0.0517910682744522,0.0596314337712806,0.0386959249987619,0.0862005966078584,0.043354874774807,0.0232971028478382,0.0162784229286643,0.0220731892340924,0.0682738554592267,0.0143059732176276,0.0336628955722247,0.0478626241602628,0.0431038614616548,0.0298169350417146,0.0301971637406508,0.0811729578337747,0.0632169196761139,0.0639544459846691,0.0977134870905014,0.0064399903053275,0.0265313800349139,0.0298692873721339,0.0266132814033829,0.0959143441628661,0.0203572629763961,0.0141632402063712,0.0329033467444022,0.202605877728372
Macrophage M2,0.371591734785848,0.345556507909379,0.315734723464187,0.539903261096162,0.313035663128702,0.217176551760446,0.384322518027727,0.407070041287774,0.235464706259754,0.371443760623389,0.524057240272911,0.836685450852967,0.364017677518654,0.617881002403203,0.201565990947856,0.356354636900853,0.702436291357322,0.513404476837051,0.382858731361241,0.635238769627863,0.488972607922224,0.366020311895771,0.45170872230962,0.480482616760757,0.890174912257669,0.547596801490926,0.772165357838446,0.374629271090349,0.475239527038491,0.225254403107831,0.298727276529166,0.424939291197106,0.0721573381625162,0.290758998439533,1.36183004974407,0.302762197171673,0.483288836574136,0.513137470952917,0.420485371927886,1.05968097256815,0.739396249192699,0.35781307857565,0.305899172561252,0.365152216148808,0.88150752376433,0.465459178418738,0.692107888823394,0.766456688061332,0.386766369373558,0.244406518691982,0.56958415728442,0.329490816512314,0.44722373419939,0.459917742498668,0.445568979207621,0.423750065987177,0.146085568900204,0.354253497450808,0.0843530566607995,0.242370864942474,0.438758963649943,0.584694552155995,0.435865260914429,0.388079314044974,0.523317907869388,0.593330474977358,0.457313288421964,0.541096226343953,0.440112210444631,0.477122006324686,0.68856303874777,0.388060732795828,0.169062511066802,0.473450923144488,0.306581563101049,0.306394581913678,0.481110839934607,0.182603131882396,0.43761376751964,0.369593478910549,0.925405257851493,0.384185548165525,0.672860479744717,0.351951361864763,0.604490404930846,0.405092621706246,0.295531842599347,0.325171183790921,0.294900944762671,0.139752459390501,0.301454506187717,0.486908127733729,0.172727894435155,0.283980044731911,0.541328898110571,0.706860550804608
Myeloid dendritic cell resting,0.0,0.0,0.0,0.036018877268365,0.0469449276459607,0.0,0.0,0.0110488658440221,0.0291571086448986,0.0,0.0031946729477323,0.0087545009561318,0.0,0.0,0.0,0.0,0.0,0.0322320750585209,0.0,0.0,0.0,0.0173629705076676,0.0,0.0042780057284563,0.0,0.0,0.0035604651688316,9.02111039328977e-05,0.0,0.0046770270131966,0.0178909971483094,0.0,0.0046590368108267,0.0023505047740106,0.0434436186053716,0.0,0.0,0.0,0.0,0.0045417521190386,0.0,0.0,0.0,0.0058250049507117,0.0,0.0,0.0,0.0,0.0,0.0041467860036022,0.0,0.0074995961618064,0.0,0.0192125809193513,0.0,0.0066363613116347,0.0,0.0062418098912442,0.0177333944562635,0.0,0.0,0.0,0.0015905530826755,0.005407186036287,0.0220465369214825,0.0447231944206161,0.0,0.0026192834757419,0.0060628500448116,0.0019929315621873,0.0,0.0095981495264598,0.0308625559473516,0.0,0.0,0.0,0.0,0.0063835948326827,0.0,0.0,0.0010135328746011,0.0153179604848248,0.0,0.0,0.0139099339071104,0.0,0.0,0.0069026560578244,0.0,0.0,0.0081598857311971,0.0,0.0,0.0,0.0,0.0
Myeloid dendritic cell activated,0.0044818784135662,0.0,0.0807283900122676,0.0,0.0249632624680773,0.0800418598595128,0.0,0.0,0.0177602115560314,0.0400166582099118,0.0073785711963958,0.0113931163519219,0.0399100578129357,0.0043724375668121,0.012971692709097,0.0022710414601351,0.100705697708553,0.0015491329305677,0.0,0.0058177811073535,0.0,0.0,0.0,0.0164083855409431,0.0,0.0,0.0,0.0,0.0177864420848113,0.0016750243469172,0.0333620092051217,0.0,0.0478203045451177,0.039614579520864,0.0,0.0072168498764696,0.0237551178817463,0.0,0.0,0.0,0.0287279218383848,0.0052262265501957,0.0127811370254374,0.0,0.0,0.0,0.0,0.0497453211393785,0.0044960855512039,0.0,0.0,0.0,0.0330556816695171,0.0,0.0,0.0,0.0,0.0,0.0161252610032759,0.0,0.0073135524334561,0.0009364129496892,0.0,0.0,0.018902280523805,0.0,0.0,0.0,0.0,0.026710492904759,0.0,0.0,0.0403074271491312,0.0,0.0062485232703558,0.0,0.009663437545728,0.0,0.0532169381645645,0.0,0.0,0.0070677500188425,0.0,0.0,0.0039615704507691,0.0,0.0,7.38838586734431e-05,0.0068614712889498,0.0327571315461528,0.0,0.0,0.0,0.0,0.0030229639151319,0.0
Mast cell activated,0.0717346937339525,0.0203670929728044,0.0,0.091714405036796,0.320488056207528,0.0,0.0853837623868691,0.206358192036475,0.0573645023709903,0.0851423884949273,0.257175521199266,0.0368526719556193,0.0,0.0806116469374087,0.026896019183407,0.0,0.0,0.10203260237445,0.121793056567755,0.0523270591563397,0.0313470652673009,0.172247090698705,0.0534226813272393,0.179542795244142,0.0,0.0863065757148384,0.0005924253421516,0.114757402468913,0.0132549720799577,0.0353513167027877,0.0858460764745582,0.0,0.0,0.103146473946146,0.10172337022006,0.232740161389689,0.0699345655094184,0.104398407232775,0.0644653996999165,0.105622799448331,0.226554886729806,0.061914006881956,0.127260163457338,0.0727916224999723,0.0476803567850364,0.0299343254595405,0.0,0.0977752918890879,0.0742473110257377,0.0129401652626237,0.0,0.0580370837688662,0.0578734074546094,0.159611707293277,0.0486498192830312,0.369972112865078,0.0232793487498889,0.0856453478974725,0.0,0.0258450749612528,0.024691689621569,0.0489713517942164,0.0385867306679754,0.0571037411171403,0.0614041103940863,0.128888395634545,0.0009054308823796,0.0536542123144249,0.358662401404935,0.0403287422448488,0.039730044574265,0.0741516502100254,0.0,0.0254127903470383,0.0617759755085483,0.110438553492602,0.0211615483680296,0.0668629138626857,0.035686269829575,0.0703314877927877,0.253157845719173,0.173133166749097,0.0342398448795097,0.115550944643134,0.134055181608482,0.0226548813818229,0.0,0.0629187040382418,0.139874278803628,0.0,0.0413031099665391,0.0925661822456958,0.0049627785357922,0.0319377672973077,0.0351136748122076,0.0038886861469812
Mast cell resting,0.0092416143777909,0.0424371946949781,0.114750405653771,0.0,0.0,0.358894916996422,0.0,0.0,0.0,0.0,0.0,0.0,0.0981184883353322,0.0048259472901937,0.0211977906968284,0.0401231059454821,0.1424678955939,0.007930754469883,0.0,0.0,0.0,0.0,0.013069234989943,0.0,0.176364691516667,0.0,0.0268379821895033,0.0,0.0070249626404218,0.0,0.0,0.0361641311265031,0.262213982980077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008642119704183,0.0,0.208642318541107,0.0,0.0,0.0064327707524879,0.0294081165564947,0.0,0.0035636918773539,0.0,0.0,0.0,0.0082115103830199,0.0,0.154705473655696,0.0,9.25332532187241e-06,0.0038424329735286,0.0,0.004294976104477,0.0,0.0,0.0895479332789866,0.0,0.0,0.0,0.0,0.0,0.33372362618247,0.0100573531460837,0.0,0.0,0.0,0.0,0.0,0.0,0.0125585795667681,0.0,0.0174297444480508,0.0288345787719115,0.0606037134346575,0.0179578449443128,0.150086471124205,0.0,0.0,0.256738687654938,0.0,0.0,0.0262360819651338,0.0,0.0,0.0558798692245463
Eosinophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012364615079059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044830146823609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039750822238903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15666444730375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101094990312096,0.0011325817781258,0.0,0.0,0.0,0.0,0.0
Neutrophil,0.0288479997387384,0.0160957449225232,0.0041147748962589,0.0042358222351951,0.0198129213439445,0.0824470594182612,0.0021881122571579,0.0245682058014051,0.0104742605462983,0.0708521031261592,0.0,0.0113622941564192,0.0605470570610991,0.0119654783710276,0.008578729844491,0.0,0.006811818422167,0.0,0.0175203788278033,0.0092184801671662,0.0034358853944581,0.0057601234020384,0.0170624115020766,0.0025506298787918,0.0967510154901422,0.0001434318099106,0.0197376917645669,0.0161296690018925,0.004092951317137,0.0016000740856248,0.0014149495681953,0.0002649132368172,0.0446336732901003,0.0137262297874587,0.0,0.0112505945108522,0.0152659083190489,0.0,0.0020894391958062,0.0268165545939655,0.0,0.0,0.0148501718035592,0.0094105511349222,0.0,0.014017858608027,0.023686165965526,0.0153210190125961,0.0169495563801196,0.0,0.0355414944386368,0.0103932282461487,0.0039833010572823,0.0119049124856115,0.0168834841025319,0.011283890281006,0.0114915962886428,0.0,0.037021748052994,0.004977809930907,0.0419158870512888,0.0,0.0,0.0039910292437848,0.0248811399423344,0.0168678581839833,0.0024916024462112,0.0091121825608868,0.0034701322345749,0.0042118983907599,0.0167762540313282,0.0069174716118482,0.121172173130067,0.0,0.0,0.0101999565281679,0.0084070182694517,0.0146378767774011,0.0074286092898325,0.0001713594919314,0.0116586841711337,0.0331881699785732,0.0110522421154585,0.0,0.0139494130339021,0.010008339264607,0.0,0.0054944735176893,0.0046234489004222,0.314471624766909,0.0025403708880565,0.0,0.0018574613756005,0.0107870428217649,0.0,0.0147195209784542
